GLORIA_ID,Organization_ID,Dataset_ID,Sample_ID,LIMNADES_ID,LIMNADES_UID,SeaBASS_ID,Data_collection_purpose,Special_event_flag,Site_name,Country,Country_code,Latitude,Longitude,Date_Time_UTC,Water_body_type,Water_type,Elevation_asl,Wave_height,Wind_speed,Cloud_fraction,Depth,Platform,Distance_from_platform,Platform_length,Platform_height,Distance_to_shore,Landcover,Topography,Distance_to_river_discharge,Optical_stability_of_water,Rain_event_hour,Instrument_manufacturer,Instrument_model,Last_calibration,Measurement_method,Lt_nadir,Lt_relative_azimuth,Lsky_zenith,Lsky_relative_azimuth,Spectral_resolution,Number_of_radiometers,Field_of_view_Lt_radiometer,Field_of_view_Lu_radiometer,Skyglint_removal,Bias_removal_in_NIR,Self_shading_correction,Viewing_angle_correction,Additional_data_corrections,Availability_of_IOPs,Sample_depth,Water_collection_equipment,Chl_method,Phaeophytin_correction,TSS_method,aCDOM_method,Chla,Chla_plus_phaeo,TSS,aCDOM440,Turbidity,Secchi_depth,AOT,Comments
GID_49,UT-TO,AlikasK_EE_UT-TO,713,,,,3,NaN,"Baltic Sea",Sweden,SE,58.84298,17.7898,2016-05-11T10:39,3,5,0,0.4,9,0.05,32,1,0.2,10,4,1,,3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,1.48,0.67,0.460517018598809,NaN,5.5,NaN,Baltic Sea
GID_50,UT-TO,AlikasK_EE_UT-TO,714,,,,3,NaN,"Baltic Sea",Sweden,SE,58.844,17.78984,2016-05-11T12:38,3,5,0,0.3,6.5,0.6,NaN,1,0.2,10,4,1,,3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",,NaN,,,NaN,NaN,NaN,NaN,NaN,5.5,NaN,Baltic Sea
GID_51,UT-TO,AlikasK_EE_UT-TO,715,,,,3,NaN,"Baltic Sea",Sweden,SE,58.58869,17.46938,2016-05-12T10:35,3,5,0,0.5,4,1,29,1,0.2,10,4,6,,3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,2.39,0.72,0.414465316738928,NaN,6.5,NaN,Baltic Sea
GID_52,UT-TO,AlikasK_EE_UT-TO,716,,,,3,NaN,"Baltic Sea",Sweden,SE,58.58872,17.46939,2016-05-12T11:27,3,5,0,0.3,3.5,1,29.2,1,0.2,10,4,6,,3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",,NaN,,,NaN,NaN,NaN,NaN,NaN,5.5,NaN,Baltic Sea
GID_53,UT-TO,AlikasK_EE_UT-TO,717,,,,3,NaN,"Baltic Sea",Sweden,SE,58.58882,17.46944,2016-05-12T12:12,3,5,0,0.2,3.2,1,29.2,1,0.2,10,4,6,,3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,2.29,0.85,0.460517018598809,NaN,6,NaN,Baltic Sea
GID_54,UT-TO,AlikasK_EE_UT-TO,735,,,,3,NaN,"Lake Vortsjarv",Estonia,EE,58.26889,26.0435,2016-05-20T09:43,1,4,33,0.05,3.4,0.9,3.4,1,0.2,6,2,4.3,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,34.72,10.75,2.62494700601321,NaN,0.7,NaN,Lake Võrtsjärv
GID_55,UT-TO,AlikasK_EE_UT-TO,736,,,,3,NaN,"Lake Vortsjarv",Estonia,EE,58.21132,26.10181,2016-05-20T10:16,1,4,33,0.15,3,0.9,4.2,1,0.2,6,2,0.4,"4",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,34.82,10.75,2.53284360229345,NaN,0.7,NaN,Lake Võrtsjärv
GID_56,UT-TO,AlikasK_EE_UT-TO,782,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.12298,27.57492,2016-06-14T06:21,1,4,28,0,0,0.3,7.4,1,0.2,13,3,1.6,"2",3,2.8,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,36.32,15.33,3.91439465808987,NaN,NaN,NaN,Lake Peipsi
GID_57,UT-TO,AlikasK_EE_UT-TO,783,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.23339,27.48688,2016-06-14T07:23,1,4,28,0.05,2.5,0.1,14.2,1,0.2,13,3,0.6,"2",3,2.2,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,37.24,15.33,3.26967083205154,NaN,0.8,NaN,Lake Peipsi
GID_58,UT-TO,AlikasK_EE_UT-TO,784,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.45315,27.43415,2016-06-14T09:17,1,4,28,0.05,1.5,0.05,7.5,1,0.2,13,3,7.5,"9",3,10.7,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,15.69,9.71,1.74996467067547,NaN,1.4,NaN,Lake Peipsi
GID_59,UT-TO,AlikasK_EE_UT-TO,785,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.44564,27.29054,2016-06-14T10:01,1,4,28,0.1,3.5,0.05,4.7,1,0.2,13,3,2.7,"9",3,2.7,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,10.3,6.57,1.56575786323595,NaN,2.5,NaN,Lake Peipsi
GID_60,UT-TO,AlikasK_EE_UT-TO,786,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.5901,27.43498,2016-06-14T11:20,1,4,28,0,1,0.05,10.1,1,0.2,13,3,13,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,13.82,8.57,1.51970616137607,NaN,1.4,NaN,Lake Peipsi
GID_61,UT-TO,AlikasK_EE_UT-TO,787,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.78178,27.33285,2016-06-14T12:50,1,4,28,0.15,3.5,0.05,9.5,1,0.2,13,3,14,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,9.2,6.25,1.88811977625511,NaN,1.4,NaN,Lake Peipsi
GID_62,UT-TO,AlikasK_EE_UT-TO,788,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.92071,27.23139,2016-06-14T14:05,1,4,28,0.3,5.5,0.05,8.8,1,0.2,13,3,7,"2",3,7,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,13.99,7.14,1.56575786323595,NaN,1.4,NaN,Lake Peipsi
GID_63,UT-TO,AlikasK_EE_UT-TO,789,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.82536,27.10695,2016-06-14T15:04,1,4,28,0.2,5,0.07,8.2,1,0.2,13,3,7.3,"2",3,8.5,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-05-01,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,10.6,6.25,1.65786126695571,NaN,1.4,NaN,Lake Peipsi
GID_64,UT-TO,AlikasK_EE_UT-TO,831,,,,3,NaN,"Lake Vortsjarv",Estonia,EE,58.16834,26.06782,2016-06-29T07:24,1,4,33,0.1,2,0.25,2.3,1,0.2,6,2,0.6,"2",3,6,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,39.06,18.67,2.3946884967138,NaN,0.4,NaN,Lake Võrtsjärv
GID_65,UT-TO,AlikasK_EE_UT-TO,832,,,,3,NaN,"Lake Vortsjarv",Estonia,EE,58.21736,26.04928,2016-06-29T07:55,1,4,33,0.15,0,0.3,2.6,1,0.2,6,2,3,"2",3,3.4,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,31.9,16.33,2.57889530415333,NaN,0.45,NaN,Lake Võrtsjärv
GID_66,UT-TO,AlikasK_EE_UT-TO,833,,,,3,NaN,"Lake Vortsjarv",Estonia,EE,58.2285,26.04502,2016-06-29T08:11,1,4,33,0.05,0.5,0.35,2.7,1,0.2,6,2,3.5,"2",3,4.5,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,36.1,24.67,2.53284360229345,NaN,0.5,NaN,Lake Võrtsjärv
GID_67,UT-TO,AlikasK_EE_UT-TO,834,,,,3,NaN,"Lake Vortsjarv",Estonia,EE,58.33775,26.04578,2016-06-29T08:46,1,4,33,0.05,0,0.5,3.5,1,0.2,6,2,5,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,35.5,16.67,2.02627488183476,NaN,0.5,NaN,Lake Võrtsjärv
GID_68,UT-TO,AlikasK_EE_UT-TO,835,,,,3,NaN,"Lake Vortsjarv",Estonia,EE,58.21523,26.10102,2016-06-29T09:23,1,4,33,0.005,0,0.8,4.6,1,0.2,6,2,0.6,"4",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,30.05,20,2.34863679485392,NaN,0.4,NaN,Lake Võrtsjärv
GID_69,UT-TO,AlikasK_EE_UT-TO,821,,,,3,NaN,"Lake Puhajarv",Estonia,EE,58.042494,26.467808,2016-07-20T08:01,1,4,117,0.05,4,1,3.1,1,0.2,3,0.5,0.1,"4",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,12.55,4.43,1.33549935393654,NaN,2,NaN,Lake Pühajärv
GID_70,UT-TO,AlikasK_EE_UT-TO,822,,,,3,NaN,"Lake Tamula",Estonia,EE,57.844405,26.984806,2016-07-20T09:51,1,4,66,0.1,5,1,5.1,1,0.2,3,0.5,0.1,"1",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,23.4,7.6,1.24339595021678,NaN,1.15,NaN,Lake Tamula
GID_71,UT-TO,AlikasK_EE_UT-TO,823,,,,3,NaN,"Lake Rouge Suurjarv",Estonia,EE,57.727731,26.922556,2016-07-20T11:23,1,4,150,0.05,5,1,21.9,1,0.2,3,0.5,0.15,"4",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,6.49,2.43,2.07232658369464,NaN,2.25,NaN,Lake Rõuge Suurjärv
GID_72,UT-TO,AlikasK_EE_UT-TO,837,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.1768,27.53847,2016-07-27T07:14,1,4,28,0,1,1,3.2,1,0.2,13,3,2.1,"2",3,8.4,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,71.75,19.6,3.45387763949106,NaN,0.7,NaN,Lake Peipsi
GID_73,UT-TO,AlikasK_EE_UT-TO,838,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.31763,27.48356,2016-07-27T08:40,1,4,28,0,3,1,4.3,1,0.2,13,3,3,"9",3,7.4,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,28.21,12.5,2.85520551531261,NaN,0.9,NaN,Lake Peipsi
GID_74,UT-TO,AlikasK_EE_UT-TO,839,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.37809,27.4265,2016-07-27T09:30,1,4,28,0.05,2,0.9,3.2,1,0.2,13,3,0.8,"9",3,10,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,14.98,9.14,2.44074019857368,NaN,1.35,NaN,Lake Peipsi
GID_75,UT-TO,AlikasK_EE_UT-TO,840,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.47657,27.25816,2016-07-27T10:38,1,4,28,0.1,4,0.9,3.5,1,0.2,13,3,0.6,"2",3,2.9,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,13.59,7.14,1.47365445951618,NaN,1.6,NaN,Lake Peipsi
GID_76,UT-TO,AlikasK_EE_UT-TO,841,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.44085,27.26026,2016-07-27T11:11,1,4,28,0.05,2.5,0.8,1.7,1,0.2,13,3,0.9,"9",3,0.9,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,22.05,9.67,4.83542869528749,NaN,0.65,NaN,Lake Peipsi
GID_77,UT-TO,AlikasK_EE_UT-TO,842,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.45263,27.42336,2016-07-27T12:02,1,4,28,0.15,5.5,0.8,8.6,1,0.2,13,3,7.3,"9",3,10.4,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,9.54,4.33,1.65786126695571,NaN,1.7,NaN,Lake Peipsi
GID_78,UT-TO,AlikasK_EE_UT-TO,893,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.38316,27.43084,2016-08-15T12:17,1,4,28,0.5,6,0.8,3,1,0.2,13,3,1.7,"9",3,13,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,26.29,17.67,1.38155105579642,NaN,0.7,NaN,Lake Peipsi
GID_79,UT-TO,AlikasK_EE_UT-TO,894,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.45301,27.43461,2016-08-15T13:03,1,4,28,0.4,5,0.6,NaN,1,0.2,13,3,7.8,"9",3,11,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,28.54,7.67,1.88811977625511,NaN,1,NaN,Lake Peipsi
GID_81,UT-TO,AlikasK_EE_UT-TO,847,,,,3,NaN,"Lake Kaiu",Estonia,EE,58.643563,26.840823,2016-08-25T09:16,1,3,41,0.15,5,0.8,3.5,1,0.2,3,0.5,0.3,"5",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,21.24,5,14.5062860858624,NaN,0.8,NaN,Lake Kaiu järv
GID_82,UT-TO,AlikasK_EE_UT-TO,848,,,,3,NaN,"Lake Verevi",Estonia,EE,58.231205,26.405061,2016-08-25T11:14,1,4,53,0.05,1,0.8,8.9,1,0.2,3,0.5,0.1,"1",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,31.05,5.33,3.49992934135094,NaN,1.4,NaN,Lake Verevi järv
GID_83,UT-TO,AlikasK_EE_UT-TO,849,,,,3,NaN,"Lake Pangodi",Estonia,EE,58.196409,26.574094,2016-08-25T12:28,1,4,108,0.15,6,0.9,6.3,1,0.2,3,0.5,0.2,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,15.22,4.17,1.33549935393654,NaN,1.7,NaN,Lake Pangodi järv
GID_84,UT-TO,AlikasK_EE_UT-TO,896,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.82474,27.11166,2016-09-14T06:06,1,4,28,0.4,5,0.1,8.4,1,0.2,13,3,7.4,"2",3,8.8,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,21.2,8.25,1.28944765207666,NaN,1.1,NaN,Lake Peipsi
GID_85,UT-TO,AlikasK_EE_UT-TO,897,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.92037,27.23163,2016-09-14T07:14,1,4,28,0.4,5,0.1,8.4,1,0.2,13,3,7.1,"2",3,7.1,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,15.18,9,1.38155105579642,NaN,1.2,NaN,Lake Peipsi
GID_86,UT-TO,AlikasK_EE_UT-TO,898,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.78149,27.33179,2016-09-14T08:32,1,4,28,0.4,5,0.25,10,1,0.2,13,3,14,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,20.53,6.75,1.1973442483569,NaN,1.1,NaN,Lake Peipsi
GID_87,UT-TO,AlikasK_EE_UT-TO,899,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.58933,27.43386,2016-09-14T10:09,1,4,28,0.4,6,0.1,9.8,1,0.2,13,3,13,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,25.48,10.5,1.61180956509583,NaN,0.9,NaN,Lake Peipsi
GID_88,UT-TO,AlikasK_EE_UT-TO,900,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.44513,27.28735,2016-09-14T11:30,1,4,28,0.4,4,0.1,4.1,1,0.2,13,3,2.7,"9",3,2.7,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,24.81,12.5,1.98022317997487,NaN,0.8,NaN,Lake Peipsi
GID_89,UT-TO,AlikasK_EE_UT-TO,901,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.45283,27.4342,2016-09-14T12:21,1,4,28,0.4,3,0.05,7.3,1,0.2,13,3,7.5,"9",3,10.7,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,34.29,12,4.97358380086713,NaN,0.7,NaN,Lake Peipsi
GID_90,UT-TO,AlikasK_EE_UT-TO,902,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.38301,27.43112,2016-09-14T13:05,1,4,28,0.4,5,0.05,3,1,0.2,13,3,1.5,"9",3,14,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,35.36,15.67,6.03277294364439,NaN,0.6,NaN,Lake Peipsi
GID_91,UT-TO,AlikasK_EE_UT-TO,903,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.33058,27.47889,2016-09-14T13:49,1,4,28,0.3,2,0.1,3.9,1,0.2,13,3,3.2,"9",3,8,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,55.25,17.5,3.54598104321083,NaN,0.6,NaN,Lake Peipsi
GID_92,UT-TO,AlikasK_EE_UT-TO,904,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.23236,27.48699,2016-09-14T14:50,1,2,28,0.4,5,0.3,14,1,0.2,13,3,0.6,"2",3,2.2,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,60.07,18,3.77623955251023,NaN,0.5,NaN,Lake Peipsi
GID_93,UT-TO,AlikasK_EE_UT-TO,886,,,,3,NaN,"Lake Koorkula Valgjarv",Estonia,EE,57.89931,25.870958,2016-09-15T07:19,1,4,82,0.05,2,0.45,5.4,1,0.2,3,0.5,0.1,"5",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,9.3,2.67,0.690775527898213,NaN,3,NaN,Lake Koorküla Valgjärv
GID_94,UT-TO,AlikasK_EE_UT-TO,888,,,,3,NaN,"Lake Joksi",Estonia,EE,58.002147,26.751146,2016-09-15T10:37,1,4,116,0.1,4,0.5,4.2,1,0.2,3,0.5,0.2,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,8.85,1.31,5.52620422318571,NaN,2,NaN,Lake Jõksi Järv
GID_95,UT-TO,AlikasK_EE_UT-TO,889,,,,3,NaN,"Lake Nouni",Estonia,EE,58.128955,26.514296,2016-09-15T11:42,1,4,109,0.1,5,0.6,10,1,0.2,3,0.5,0.2,"2",3,,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2016-06-23,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,3.8,1.08,1.15129254649702,NaN,4.1,NaN,Lake Nõuni järv
GID_96,UT-TO,AlikasK_EE_UT-TO,1158,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.12252,27.57419,2017-05-17T07:12,1,4,28,0.1,4.7,1,8.3,1,0.2,13,3,1.6,"2",3,2.8,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2017-03-29,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,30.6,19.5,5.0656872045869,NaN,1,NaN,Lake Peipsi
GID_97,UT-TO,AlikasK_EE_UT-TO,1159,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.23221,27.48628,2017-05-17T08:14,1,2,28,0.2,6,1,15,1,0.2,13,3,0.6,"2",3,2.2,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2017-03-29,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,44.32,18,5.20384231016654,NaN,0.8,NaN,Lake Peipsi
GID_98,UT-TO,AlikasK_EE_UT-TO,1160,,,,3,NaN,"Lake Peipsi",Estonia,EE,58.44537,27.28826,2017-05-17T10:19,1,4,28,0.2,2.5,1,5.3,1,0.2,13,3,2.7,"9",3,2.7,2,NaN,3,"RAMSES 2xARC-VIS, ACC-VIS",2017-03-29,7,40,135,40,135,10,3,7,NaN,2,0,0,1,,0,0.3,"1",UT-TO Chl - SP,0,ESS Method 340.2,NASA TM 2003-211621,NaN,12.04,4.67,3.26967083205154,NaN,1.6,NaN,Lake Peipsi
